,Unnamed: 0,a-beta
13387,7897,menggantelkan
13388,21050,mengganti
13389,7898,menggantih
13390,23504,menggantikan
13391,7899,menggantol
13392,7900,mengganyah
13393,20786,menggapai
13394,7901,menggaplok
13395,7902,menggarami
13396,7903,menggarang
13397,7904,menggarangkan
13398,23640,menggarap
13399,7905,menggarisi
13400,7906,menggarong
13401,7907,menggarung
13402,7908,menggasing
13403,7909,menggayung
13404,7910,menggayuti
13405,7911,menggeblak
13406,7912,menggebrak
13407,7913,menggebu-gebu
13408,7914,menggebuki
13409,7915,menggebyur
13410,7916,menggejala
13411,7917,menggejuju
13412,7918,menggelandang
13413,7919,menggelandoti
13414,7920,menggelangsar
13415,7921,menggelantang
13416,7922,menggelanting
13417,7923,menggelantung
13418,27758,menggelar
13419,7924,menggelari
13420,24169,menggeledah
13421,7925,menggelembung
13422,7926,menggelendong
13423,7927,menggeleng
13424,7928,menggelengkan
13425,7929,menggelenting
13426,7930,menggeliat
13427,20852,menggeliatnya
13428,7931,menggeligi
13429,7932,menggelimangi
13430,7933,menggelinding
13431,7934,menggelingsir
13432,7935,menggelinjang
13433,7936,menggelinting
13434,18747,menggelitik
13435,7937,menggelombang
13436,7938,menggelongsor
13437,19714,menggelontorkan
13438,7939,menggelora
13439,7940,menggelorakan
13440,7941,menggeloso
13441,7942,menggelundung
13442,7943,menggelung
13443,7944,menggelungkan
13444,24045,menggeluti
13445,7946,menggemari
13446,7947,menggembok
13447,7948,menggembol
13448,7949,menggembos
13449,7950,menggemboskan
13450,7951,menggemburkan
13451,7952,menggembut
13452,7953,menggemparkan
13453,7954,menggempur
13454,7955,menggenang
13455,7956,menggenapi
13456,7957,menggencar
13457,7958,menggencarkan
13458,7959,menggencat
13459,7960,menggencet
13460,7961,menggendam
13461,7962,menggendut
13462,7963,menggendutkan
13463,7964,menggenjot
13464,7965,menggentar
13465,7966,menggentarkan
13466,7967,menggentas
13467,7968,menggentel
13468,7969,menggeprak
13469,24094,menggerakkan
13470,7970,menggerang
13471,7971,menggerantang
13472,7972,menggerayangi
13473,7973,menggerbak
13474,7974,menggerbus
13475,7975,menggerendeng
13476,7976,menggerepe
13477,7977,menggeriak
13478,7978,menggeriap
13479,7979,menggerlap
13480,7980,menggerlip
13481,7981,menggermut
13482,7982,menggerpol
13483,7983,menggertak
13484,7984,menggertakkan
13485,7985,menggeruit
13486,7986,menggerung
13487,7987,menggerutu
13488,7988,menggetang
13489,19547,menggiatkan
13490,7989,menggibang
13491,7990,menggigiti
13492,7991,menggili-gili
13493,7992,menggiling
13494,7993,menggimbal
13495,7994,mengginjal
13496,7995,menggintir
13497,7996,menggirangkan
13498,7997,menggiring
13499,7998,mengglasir
13500,7999,mengglobal
13501,27033,menggoda
13502,24324,menggodok
13503,8000,menggojlok
13504,8001,menggoleng
13505,8002,menggolong
13506,8003,menggolongkan
13507,8004,menggondokkan
13508,8005,menggondol
13509,8006,menggonggongi
13510,8007,menggonjakkan
13511,8008,menggonjokkan
13512,8009,menggontai
13513,8010,menggonyakkan
13514,8011,menggonyeh
13515,8012,menggonyel
13516,8013,menggonyoh
13517,8014,menggoreng
13518,8015,menggotong
13519,22763,menggoyang
13520,8017,menggoyangkan
13521,8018,menggranat
13522,8019,menggratiskan
13523,8020,menggraver
13524,8021,menggubris
13525,8022,menggudangkan
13526,23728,menggugah
13527,8023,mengguit-guit
13528,8024,mengguling
13529,8025,menggulingkan
13530,8026,menggulung
13531,8027,menggumbuk
13532,8028,menggumpal
13533,8029,menggumuli
13534,15518,menggunakan
13535,20338,menggunakannya
13536,8030,menggundahkan
13537,8031,menggundul
13538,8032,menggundulkan
13539,27387,menggunkan
13540,8033,mengguntur
13541,8034,menggunturkan
13542,8035,menggunung
13543,8036,menggunyam
13544,8037,menggurita
13545,8038,menggusari
13546,8039,menggusrek
13547,8040,menghabisi
13548,23810,menghabiskan
13549,8041,menghablur
13550,8042,menghablurkan
13551,27335,menghadap
13552,25564,menghadapi
13553,8044,menghadiahkan
13554,21454,menghadiri
13555,20029,menghadirkan
13556,8046,menghadkan
13557,8047,menghajati
13558,8048,menghakimi
13559,8049,menghakkan
13560,8050,menghalang
13561,20226,menghalangi
13562,25998,menghalanginya
13563,8051,menghaluankan
13564,8052,menghalusi
13565,8053,menghambai
13566,8054,menghambat
13567,8055,menghambur
13568,8056,menghamburkan
13569,8057,menghamili
13570,8058,menghampar
13571,22874,menghamparkan
13572,23322,menghampiri
13573,8060,menghampirkan
13574,8061,menghamuni
13575,8062,menghancurkan
13576,22089,menghangat
13577,22408,menghangatkan
13578,8065,menghangus
13579,27753,menghanguskan
13580,25008,menghantam
13581,8068,menghantamkan
13582,8069,menghantar
13583,8070,menghantarkan
13584,8071,menghantui
13585,8072,menghanyut
13586,8073,menghanyutkan
13587,25408,menghapus
13588,18726,mengharapkan
13589,8074,menghardik
13590,16780,menghargai
13591,8076,mengharu
13592,8077,mengharumi
13593,19944,mengharumkan
13594,27868,menghasilkan
13595,8078,menghasratkan
13596,8079,menghayati
13597,17668,menghelat
13598,16821,menghemat
13599,8080,menghembalang
13600,8081,menghempap
13601,8082,menghempapkan
13602,8083,menghempas
13603,8084,menghempaskan
13604,15519,menghendaki
13605,8085,menghening
13606,23551,mengheningkan
13607,20280,menghentikan
13608,8087,mengherani
13609,21988,menghias
13610,16567,menghiasi
13611,19886,menghibahkan
13612,20732,menghibur
13613,8088,menghidangkan
13614,8089,menghidung
13615,8090,menghidupi
13616,20870,menghidupkan
13617,8091,menghijrahkan
13618,8092,menghilang
13619,25630,menghilangan
13620,8093,menghilangkan
13621,8094,menghiliri
13622,8095,menghimpun
13623,8096,menghimpunkan
13624,8097,menghindar
13625,18863,menghindari
13626,8098,menghindarkan
13627,8099,menghinggakan
13628,17990,menghirup
13629,8100,menghitami
13630,8101,menghitung
13631,8102,menghitungkan
13632,8103,menghonori
13633,8104,menghormat
13634,25733,menghormati
13635,20897,menghubungi
13636,8105,menghubungkan
13637,8106,menghujani
13638,28022,menghuni
13639,8107,menghunjam
13640,8108,menghunjamkan
13641,24276,mengi
13642,8109,mengiahkan
13643,8110,mengialkan
13644,8111,mengiang
13645,8112,mengiaskan
13646,8113,mengibakan
13647,15520,mengibaratkan
13648,15521,mengibaratkannya
13649,19574,mengibarkan
13650,8115,mengijabahkan
13651,8116,mengikalkan
13652,8117,mengikat
13653,8118,mengikhlaskan
13654,28088,mengikuti
13655,18192,mengikutsertakan
13656,8119,mengilai-ilai
13657,8120,mengilhami
13658,8121,mengilmiahkan
13659,8122,mengilokan
13660,8123,mengimak-imak
13661,8124,mengimbali
13662,8125,mengimbang
13663,8126,mengimbangkan
13664,8127,mengimbasi
13665,25046,mengimbau
13666,8128,mengimbuhi
13667,23753,mengimplementasikan
13668,8129,mengimunisasi
13669,23158,menginap
13670,8130,mengindang
13671,8131,mengindeks
13672,8132,menginding
13673,19952,menginfeksi
13674,21107,menginformasikan
13675,8133,mengingari
13676,15522,mengingat
13677,8134,mengingati
13678,23685,mengingatkan
13679,8135,mengingini
13680,17560,menginginkan
13681,8136,mengingsar
13682,8137,mengingsut
13683,8138,mengingsutkan
13684,8139,mengingusi
13685,8140,menginikan
13686,19549,menginisiasi
13687,21289,menginjak
13688,8141,menginsafi
13689,8142,menginsinuasi
13690,25474,menginspirasi
13691,8144,menginstal
13692,26815,menginstruksikan
13693,8145,menginterupsi
13694,8146,mengintimi
13695,15525,mengintip
13696,8147,menginvasi
13697,8148,mengionkan
13698,15526,mengira
13699,8149,mengira-ngira
13700,8150,mengiras-iras
13701,8151,mengiri
13702,8152,mengirikan
13703,27506,mengirim
13704,23254,mengirimkan
13705,8153,mengiringi
13706,8154,mengiris-iris
13707,24501,mengisahkan
13708,8155,mengisengi
13709,21088,mengisi
13710,8157,mengisikan
13711,25798,mengistirahatkan
13712,8158,mengisukan
13713,8159,mengitik
13714,23722,mengizinkan
13715,20004,mengkaji
13716,8160,mengkarung
13717,8161,mengkasara
13718,8162,mengkerang
13719,8163,mengkhatamkan
13720,28092,mengkhawatirkan
13721,8164,mengkhayal
13722,8165,mengkhayalkan
13723,8166,mengkhitan
13724,8167,mengkhitankan
13725,8168,mengkhusus
13726,8169,mengkhususkan
13727,18008,mengklaim
13728,16910,mengkonsep
13729,8171,mengkreasi
13730,8172,mengkredit
13731,8173,mengkreditkan
13732,8174,mengkrisis
13733,8175,mengkritik
13734,8176,mengkritis
13735,16307,mengkritisi
13736,19746,mengntisipasi
13737,18322,mengobrol
13738,8177,mengobservasi
13739,8178,mengodekan
13740,8179,mengodol-odol
13741,8180,mengogok-ogok
13742,8181,mengolaborasi
13743,8182,mengolah
13744,8183,mengolak-alik
13745,8184,mengoleksi
13746,8185,mengolok-olok
13747,8186,mengomando
13748,8187,mengomandokan
13749,8188,mengompensasi
13750,8189,mengompori
13751,8190,mengompres
13752,8191,mengomuniskan
13753,8192,mengondisikan
13754,20944,mengonfimasi
13755,18941,mengonfirmasi
13756,8194,mengonggok
13757,8195,mengonggokkan
13758,8196,mengonslah
13759,8197,mengonstatasi
13760,22342,mengonsumi
13761,17788,mengonsumsi
13762,8198,mengontrak
13763,8199,mengontrakkan
13764,8200,mengontraskan
13765,8201,mengontrol
13766,8202,mengoordinasi
13767,8203,mengopak-apik
13768,8204,mengopeletkan
13769,27644,mengoperasikan
13770,26990,mengoptimalkan
13771,8205,mengorak
13772,8206,mengorak-arik
13773,8207,mengorat-oret
13774,23155,mengorbankan
13775,8208,mengoreksi
13776,8209,mengoret-oret
13777,8210,mengorok-orok
13778,8211,mengorting
13779,8212,mengorupsi
13780,8213,mengotak-atik
13781,8214,mengotakan
13782,21648,mengotori
13783,8215,mengoyak-oyak
13784,8216,menguahkan
13785,8217,menguakkan
13786,8218,menguankan
13787,8219,menguapkan
13788,8220,menguarkan
13789,21959,menguasai
13790,17758,menguat
13791,8221,menguatkan
13792,8222,mengubah
13793,20366,mengubahnya
13794,8223,mengubek-ubek
13795,8224,menguber-uber
13796,8225,mengubit-ubit
13797,25357,mengucap
13798,15527,mengucapkan
13799,15528,mengucapkannya
13800,8226,mengucek-ucek
13801,19127,mengudara
13802,25524,mengukir
13803,16724,mengukuhkan
13804,17477,mengulang
13805,8227,mengulangi
13806,8228,mengulas
13807,8229,mengulas-ulas
13808,8230,menguliahi
13809,8231,mengulit-ulit
13810,8232,mengulur-ulur
13811,23451,mengulurkan
13812,8233,menguman-uman
13813,8234,mengumbang
13814,27173,mengumbar
13815,8235,mengumpamakan
13816,8236,mengumpani
13817,24513,mengumpulkan
13818,28202,mengumumkan
13819,21363,mengundang
13820,8238,mengundangkan
13821,18947,mengundurkan
13822,8239,mengunggah
13823,8240,mengunggas
13824,8241,mengunggis
13825,8242,mengunggulkan
13826,8243,mengunggun
13827,8244,mengunggunkan
13828,8245,mengunggut
13829,8246,mengungkah
13830,8247,mengungkai
13831,8248,mengungkap
13832,15529,mengungkapkan
13833,8250,mengungkil
13834,28014,mengungkit
13835,23639,mengunjungi
13836,8252,mengunjungkan
13837,8253,mengunting
13838,8254,menguntiti
13839,8255,menguntungkan
13840,23321,mengupas
13841,16927,mengupayakan
13842,8256,mengupingi
13843,20212,menguraikan
13844,26258,mengurangan
13845,8257,mengurangi
13846,8258,mengurik-urik
13847,16648,mengurus
13848,8260,mengurut
13849,17164,mengusahakan
13850,8261,mengusap
13851,8262,mengusil-usil
13852,24846,mengusir
13853,24113,mengusulkan
13854,26724,mengusung
13855,18204,mengusut
13856,8263,mengutak-atik
13857,25870,mengutamakan
13858,8264,mengutangi
13859,8265,mengutik-utik
13860,17002,mengutip
13861,20973,mengutus
13862,20389,mengwi
13863,20523,menhan
13864,21444,menhub
13865,8266,meniadakan
13866,8267,meniagakan
13867,8268,menidakkan
13868,8269,menidurkan
13869,8270,menihilkan
13870,24734,menikah
13871,25356,menikahi
13872,8271,menikahkan
13873,8272,menikamkan
13874,15531,menikmati
13875,25548,menilai
13876,8273,menilik
13877,16326,menimbang
13878,8274,menimbangi
13879,8275,menimbrung
13880,23096,menimbulkan
13881,18978,menimpa
13882,8276,menimpakan
13883,20068,menimpanya
13884,8277,meninabobokan
13885,17282,menindaklanjuti
13886,25957,meninggal
13887,8278,meninggali
13888,25330,meninggalkan
13889,21727,meninggalnya
13890,8279,meninggung
13891,8280,meningitis
13892,8281,meningkahi
13893,15532,meningkat
13894,21769,meningkatkan
13895,18018,meningkatnya
13896,23528,meninjau
13897,8282,meninjukan
13898,8283,menipiskan
13899,25050,menipisnya
13900,8284,meniriskan
13901,8285,meniru
13902,8286,menisbikan
13903,8287,menistakan
13904,19660,menit
13905,8288,menitah-nitah
13906,8289,menitahkan
13907,8290,meniti
13908,20610,menitikberatkan
13909,8291,menitikkan
13910,8292,menitipkan
13911,8293,menitiskan
13912,8294,meniwahkan
13913,23959,menjabarkan
13914,25645,menjabat
13915,15533,menjadi
13916,8295,menjadikan
13917,18389,menjadikannya
13918,18560,menjadwalkan
13919,8296,menjaga
13920,8297,menjagakan
13921,17554,menjaganya
13922,8298,menjagokan
13923,8299,menjahanamkan
13924,25101,menjahit
13925,8300,menjajakan
13926,19620,menjajaki
13927,19589,menjajal
13928,8301,menjalakan
13929,28059,menjalani
13930,24431,menjalankan
13931,24481,menjalar
13932,17830,menjalin
13933,8302,menjambret
13934,23851,menjamin
13935,8303,menjamukan
13936,8304,menjangati
13937,8305,menjanggalkan
13938,8306,menjangkah
13939,8307,menjangkar
13940,8308,menjangkau
13941,8309,menjangkitkan
13942,23134,menjanjikan
13943,8310,menjantang
13944,8311,menjantani
13945,8312,menjantung
13946,24261,menjaring
13947,8313,menjauhkan
13948,15534,menjawab
13949,8314,menjawikan
13950,8315,menjayakan
13951,8316,menjelajah
13952,17442,menjelajahi
13953,8317,menjelajahkan
13954,8318,menjelanak
13955,28249,menjelang
13956,8319,menjelangi
13957,20060,menjelasan
13958,17507,menjelaskan
13959,8320,menjelejeh
13960,8321,menjelepak
13961,8322,menjelepok
13962,8323,menjelijih
13963,8324,menjelimet
13964,8325,menjelujur
13965,8326,menjelunut
13966,19941,menjembatani
13967,8327,menjemukan
13968,8328,menjenangi
13969,8329,menjengeki
13970,8330,menjengguk
13971,8331,menjenggut
13972,8332,menjengkal
13973,8333,menjengkelkan
13974,8334,menjengket
13975,8335,menjengkit
13976,8336,menjengkot
13977,8337,menjerahap
13978,8338,menjerakan
13979,8339,menjeramah
13980,8340,menjerangkang
13981,18231,menjerat
13982,8341,menjeremba
13983,17445,menjerit
13984,8342,menjerojol
13985,8343,menjerongkong
13986,8344,menjerukun
13987,8345,menjerukup
13988,8346,menjerumat
13989,8347,menjerumuskan
13990,8348,menjerungkung
13991,19615,menjilat
13992,24778,menjinakkan
13993,8349,menjinjing
13994,8350,menjinjingkan
13995,8351,menjitukan
13996,8352,menjolok
13997,8353,menjongkeh
13998,8354,menjuakkan
13999,16323,menjual
14000,8356,menjualkan
14001,8357,menjudikan
14002,23243,menjulang
14003,20168,menjulur
14004,19189,menjumpai
14005,8358,menjumputi
14006,8359,menjungkalkan
14007,8360,menjungkar
14008,8361,menjungkir
14009,8362,menjungkit
14010,24688,menjunjung
14011,8364,menjunjungkan
14012,8365,menkeh
14013,16220,menkes
14014,8366,menkimpraswil
14015,14755,menko
14016,8367,menkominfo
14017,8368,menkop
14018,8369,menkum
14019,8370,menkumdang
14020,23214,menlu
14021,8371,menobatkan
14022,25119,menodai
14023,8372,menogelkan
14024,8373,menohokkan
14025,8374,menohorkan
14026,8375,menokohkan
14027,8376,menokok
14028,25849,menolak
14029,8377,menolakkan
14030,8378,menolehkan
14031,8379,menominasikan
14032,8380,menonaktifkan
14033,25350,menonjol
14034,27346,menonjolkan
14035,25126,menonton
14036,8381,menopausal
14037,8382,menopikkan
14038,20024,menoreh
14039,8384,menorehkan
14040,8385,menormalisasi
14041,8386,menotok
14042,17866,menparekraf
14043,20533,menparekrafsandiaga
14044,8387,mens
14045,24224,mensejahterakan
14046,8388,mensmes
14047,21235,menstabilkan
14048,8389,menstandarkan
14049,8390,menstarter
14050,8391,menstarterkan
14051,8392,menstempel
14052,8393,menstensil
14053,8394,menstop
14054,8395,menstruasi
14055,22349,mensukseskan
14056,25920,mensupport
14057,8396,mensyariatkan
14058,8397,mensyukuri
14059,8398,mensyurkan
14060,8399,mentah
14061,8400,mentah-mentah
14062,8401,mental
14063,8402,mentalitas
14064,23247,mentari
14065,26027,mentas
14066,8404,mentega
14067,21252,menteng
14068,8405,mentera
14069,8406,menteri
14070,8407,mentertawakan
14071,8408,mentifakta
14072,8409,mentik
14073,24507,mentor
14074,8410,mentradisi
14075,8411,mentradisikan
14076,8412,mentraktir
14077,8413,mentraktor
14078,8414,mentrompetkan
14079,8415,mentul-mentul
14080,25194,menu
14081,27227,menuai
14082,24367,menuangkan
14083,8417,menubuhkan
14084,24152,menuding
14085,8418,menuduhkan
14086,8419,menugalkan
14087,8420,menugaskan
14088,8421,menuhankan
14089,8422,menujahkan
14090,19209,menuju
14091,8423,menujuh
14092,8424,menujuhbulani
14093,8425,menujumkan
14094,8426,menukarkan
14095,8427,menukikkan
14096,8428,menukilkan
14097,8429,menukuk
14098,8430,menularkan
14099,27843,menulis
14100,26012,menuliskan
14101,19555,menumbing
14102,25677,menumbuhkan
14103,27061,menumbuhkembangkan
14104,17795,menumpahkan
14105,22234,menumpang
14106,8432,menumpangi
14107,16616,menumpas
14108,18537,menumpuk
14109,8433,menumpukan
14110,8434,menunaikan
14111,27713,menunda
14112,8435,menunda-nunda
14113,8436,menundakan
14114,8437,menunggang
14115,24815,menunggangi
14116,8438,menunggangkan
14117,8439,menungging
14118,8440,menunggingkan
14119,27936,menunggu
14120,21513,menunggunya
14121,27755,menunjang
14122,15538,menunjuk
14123,25892,menunjukan
14124,15539,menunjuki
14125,25339,menunjukkan
14126,15541,menunjuknya
14127,23081,menuntaskan
14128,8441,menuntut
14129,8442,menurbakan
14130,8443,menurun
14131,8444,menurunkan
14132,23838,menurunnya
14133,8445,menuruskan
14134,23859,menurut
14135,26172,menuruti
14136,8446,menurutkan
14137,24315,menurutnya
14138,8447,menusuk-nusuk
14139,8448,menusukkan
14140,8449,menutulkan
14141,16618,menutup
14142,17556,menutupi
14143,8451,menutupkan
14144,15543,menuturkan
14145,27974,menyadari
14146,26673,menyajikan
14147,20526,menyakini
14148,25467,menyaksikan
14149,8454,menyakukan
14150,21897,menyala
14151,8456,menyala-nyala
14152,24164,menyalahgunakan
14153,24067,menyalahkan
14154,8457,menyalakan
14155,18513,menyalami
14156,25827,menyalurkan
14157,8458,menyama-nyama
14158,8459,menyamakan
14159,8460,menyambang
14160,22056,menyambangi
14161,8461,menyambiti
14162,8462,menyambung
14163,24663,menyambungkan
14164,20900,menyambut
14165,19353,menyampaikan
14166,8464,menyampang
14167,8465,menyamperi
14168,8466,menyamping
14169,8467,menyampingkan
14170,8468,menyampuli
14171,8469,menyandang
14172,8470,menyandangkan
14173,8471,menyandari
14174,26504,menyandarkan
14175,8472,menyandera
14176,8473,menyanderakan
14177,8474,menyanding
14178,8475,menyandingkan
14179,8476,menyandung
14180,8477,menyanggah
14181,8478,menyanggam
14182,8479,menyanggep
14183,8480,menyanggit
14184,8481,menyanggul
14185,8482,menyanggulkan
14186,8483,menyanggupkan
14187,22546,menyangka
14188,8484,menyangkak
14189,8485,menyangkal
14190,8486,menyangkarkan
14191,8487,menyangkut
14192,8488,menyangkutkan
14193,8489,menyangrai
14194,8490,menyanjung
14195,25329,menyantap
14196,27709,menyantapnya
14197,8491,menyantung
14198,8492,menyantuni
14199,26007,menyanyi
14200,23884,menyanyikan
14201,21979,menyapa
14202,8494,menyapu
14203,8495,menyapu-nyapu
14204,8496,menyapukan
14205,21676,menyarankan
14206,8497,menyarikan
14207,18786,menyaring
14208,8498,menyarukan
14209,27890,menyasar
14210,15546,menyatakan
14211,8500,menyatroni
14212,23180,menyatukan
14213,8502,menyayangi
14214,23945,menyayangkan
14215,8503,menyayat
14216,8504,menyayukan
14217,24658,menyebabkan
14218,8505,menyebar
14219,20594,menyebarkan
14220,8506,menyebelah
14221,8507,menyebelahkan
14222,28012,menyeberang
14223,8508,menyebukan
14224,24306,menyebut
14225,15547,menyebutkan
14226,19067,menyebutnya
14227,8509,menyedekahkan
14228,28182,menyediakan
14229,8510,menyedikit
14230,8511,menyedikitkan
14231,23887,menyedot
14232,8512,menyegmentasi
14233,23585,menyehatkan
14234,19907,menyejahterahkan
14235,18622,menyejahterakan
14236,8513,menyejajarkan
14237,8514,menyejarah
14238,8515,menyejarahkan
14239,21133,menyejukkan
14240,19302,menyeka
14241,8516,menyekakan
14242,8517,menyekolahkan
14243,8518,menyekresi
14244,8519,menyekutui
14245,8520,menyelakan
14246,17294,menyelam
14247,8521,menyelamatkan
14248,25577,menyelanggarakan
14249,8522,menyelangi
14250,8523,menyelangkupi
14251,8524,menyelaput
14252,20014,menyelaraskan
14253,8526,menyelawat
14254,8527,menyeledet
14255,8528,menyelekoh
14256,8529,menyeleksi
14257,8530,menyelendangi
14258,8531,menyelenggara
14259,25133,menyelenggarakan
14260,8532,menyelesaikan
14261,8533,menyeletuk
14262,8534,menyelidik
14263,26385,menyelidiki
14264,8535,menyeligit
14265,8536,menyelimutkan
14266,8537,menyelinap
14267,8538,menyelinapkan
14268,22768,menyelindungi
14269,8539,menyelingi
14270,8540,menyelingkupi
14271,20562,menyelipkan
14272,8541,menyelisihkan
14273,8542,menyelisik
14274,8543,menyelisipkan
14275,8544,menyelisir
14276,8545,menyeluduk
14277,8546,menyeludup
14278,8547,menyeludupkan
14279,8548,menyelukat
14280,8549,menyelungkupi
14281,8550,menyeluruh
14282,8551,menyelusuh
14283,8552,menyelusup
14284,8553,menyelusupkan
14285,8554,menyelusur
14286,8555,menyelusurkan
14287,22198,menyemangati
14288,8556,menyemarak
14289,8557,menyemarakkan
14290,17645,menyematkan
14291,8558,menyemayamkan
14292,8559,menyembarangi
14293,8560,menyembilu
14294,8561,menyemburi
14295,8562,menyeminarkan
14296,8563,menyempali
14297,8564,menyempang
14298,8565,menyempati
14299,25821,menyempatkan
14300,8566,menyempenakan
14301,8567,menyemprit
14302,8568,menyemprot
14303,8569,menyemprotkan
14304,8570,menyemukan
14305,8571,menyenangi
14306,28030,menyenangkan
14307,8572,menyenaraikan
14308,8573,menyendeng
14309,8574,menyendengkan
14310,8575,menyendiri
14311,8576,menyendirikan
14312,8577,menyengaja
14313,8578,menyengajakan
14314,8579,menyenggak
14315,8580,menyenggat
14316,8581,menyenggau
14317,8582,menyengget
14318,8583,menyenggol
14319,8584,menyengguk
14320,8585,menyenggut
14321,8586,menyengkak
14322,8587,menyengkeling
14323,8588,menyengker
14324,8589,menyentengkan
14325,8590,menyenteri
14326,8591,menyentosakan
14327,8592,menyentralkan
14328,18406,menyentuh
14329,8593,menyenyumi
14330,8594,menyepadan
14331,20286,menyepakati
14332,8595,menyepatui
14333,8596,menyeperah
14334,8597,menyepertikan
14335,8598,menyepikan
14336,8599,menyerabut
14337,8600,menyeragamkan
14338,23989,menyerahkan
14339,24514,menyeramkan
14340,8601,menyeranah
14341,8602,menyeranggung
14342,8603,menyerangsang
14343,8604,menyerantakan
14344,16420,menyerap
14345,8605,menyeratus
14346,8606,menyerbeti
14347,22679,menyerbu
14348,8607,menyerbuki
14349,8608,menyerikan
14350,8609,menyerikatkan
14351,8610,menyeriusi
14352,8611,menyerkapi
14353,8612,menyerobot
14354,8613,menyeronokkan
14355,8614,menyeropot
14356,8615,menyerosoh
14357,19035,menyertakan
14358,8616,menyeruduk
14359,28081,menyerukan
14360,8618,menyerumahkan
14361,8619,menyerunda
14362,18326,menyerupai
14363,8621,menyeruput
14364,8622,menyeruyuk
14365,27455,menyesuaikan
14366,8623,menyetalakan
14367,8624,menyetarafkan
14368,8625,menyeterui
14369,22609,menyetor
14370,17723,menyetorkan
14371,8626,menyetrika
14372,21348,menyetujui
14373,26740,menyewa
14374,8628,menyewakan
14375,8629,menyiahkan
14376,8630,menyialkan
14377,8631,menyiapkan
14378,8632,menyiarkan
14379,8633,menyiasati
14380,8634,menyiksa
14381,8635,menyikukan
14382,8636,menyilakan
14383,8637,menyilangi
14384,8638,menyilukan
14385,8639,menyimbang
14386,17354,menyimbolkan
14387,8640,menyimburi
14388,14756,menyimpan
14389,8641,menyimpang
14390,8642,menyimpangkan
14391,8643,menyimpani
14392,8644,menyinergikan
14393,8645,menyinggahkan
14394,8646,menyinggir
14395,8647,menyinggit
14396,8648,menyinggul
14397,16376,menyinggung
14398,8649,menyingkap
14399,8650,menyingkapkan
14400,8651,menyingkat
14401,8652,menyingkatkan
14402,8653,menyingkir
14403,8654,menyingkirkan
14404,8655,menyingkur
14405,8656,menyingsatkan
14406,8657,menyingsetkan
14407,8658,menyinkronkan
14408,8659,menyintung
14409,23537,menyisakan
14410,8661,menyisikan
14411,23997,menyita
14412,8662,menyiulkan
14413,8663,menyoalkan
14414,8664,menyombong
14415,8665,menyombongkan
14416,8666,menyondang
14417,8667,menyondong
14418,8668,menyongket
14419,8669,menyonyong
14420,23743,menyoroti
14421,8670,menyuapkan
14422,8671,menyuar
14423,23218,menyuarakan
14424,8672,menyuarangkan
14425,8673,menyuarkan
14426,8674,menyubsidi
14427,8675,menyucikan
14428,8676,menyudikan
14429,21809,menyuguhkan
14430,8677,menyukakan
14431,8678,menyuke
14432,8679,menyulakan
14433,8680,menyulangi
14434,24013,menyumbang
14435,8682,menyumbangkan
14436,8683,menyumpahi
14437,8684,menyunduki
14438,8685,menyunggit
14439,8686,menyungguhkan
14440,8687,menyungkah
14441,8688,menyungkahkan
14442,8689,menyungkal
14443,8690,menyungkem
14444,8691,menyungkit
14445,8692,menyungkum
14446,8693,menyungkup
14447,8694,menyungkupkan
14448,8695,menyungkur
14449,8696,menyunting
14450,8697,menyuntingkan
14451,27782,menyuplai
14452,21499,menyuruh
14453,8698,menyusu
14454,8699,menyusukan
14455,27809,menyusul
14456,24771,menyusun
14457,26104,menyusup
14458,20491,menyusuri
14459,20746,menyutradarai
14460,8701,menziarahi
14461,8702,meong
14462,8703,merabunkan
14463,8704,meradakkan
14464,8705,meradiokan
14465,8706,meragamkan
14466,8707,meragang
14467,27720,merah
14468,8709,merahapkan
14469,23614,meraih
14470,8710,merajalela
14471,8711,merajinkan
14472,8712,merajut
14473,17880,merak
14474,22790,merakit
14475,17414,meralat
14476,20690,meramaikan
14477,8715,meramalkan
14478,19929,merambah
14479,8716,meraminkan
14480,16816,merancang
14481,8717,merancukan
14482,8718,merang
14483,8719,meranggung
14484,22754,merangkaikan
14485,8720,merangkaki
14486,8721,merangkang
14487,26229,merangkap
14488,17153,merangkul
14489,26395,merangkum
14490,8722,merangkung
14491,23402,merangsang
14492,8724,merangsangkan
14493,8725,meranti
14494,19541,merapat
14495,8727,merapatkan
14496,26771,merapi
14497,8729,meraporkan
14498,8730,merapuhkan
14499,20557,merasa
14500,8731,merasaikan
14501,20517,merasakan
14502,8732,merasionalkan
14503,20496,merata
14504,8733,meratibkan
14505,22519,meratifikasi
14506,21481,merauke
14507,8734,meraung-raung
14508,22346,meraup
14509,24906,merawang
14510,8735,merawankan
14511,22785,merawat
14512,8736,merawatkan
14513,25725,merawatnya
14514,20774,merayakan
14515,20397,merayakannya
14516,8737,merayap
14517,8738,merayau-rayau
14518,28047,merbabu
14519,8739,merbau
14520,8740,mercak-mercik
14521,18588,mercedes
14522,16137,merchandise
14523,20078,merchant
14524,17769,mercusuar
14525,8741,merdeka
14526,27454,merealisasikan
14527,8742,merebahkan
14528,24548,merebaknya
14529,8743,merebankan
14530,20385,merebus
14531,17804,merebut
14532,8744,merebutkan
14533,18680,merebutnya
14534,8745,merecikkan
14535,21000,meredam
14536,8746,meredamkan
